BLOCK_TIMESTAMP,BLOCK_ID,TX_ID,SIGNERS,SUCCEEDED,INDEX,INNER_INDEX,EVENT_TYPE,PROGRAM_ID,DECODED_INSTRUCTION,DECODED_ACCOUNTS,DECODED_ARGS,DECODING_ERROR,EZ_EVENTS_DECODED_ID,INSERTED_TIMESTAMP,MODIFIED_TIMESTAMP
2022-12-31 05:14:45.000,170008954,3Q1ermSEGsuXvLEqkCFwSp7An5s3kTtgGSaUgC8kp6rPV6T4ELZDzLjGaotUN2ddcXy1kjBrx35kceCLCpgzyWzX,"[""Gb2tVHqnEmXEqcqdv5LSwgEusEyP3Yhwy9Gu7D1VBS9z""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,c123ceed6c499d4185d83daf4139f6f9,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 00:27:35.000,169972125,ZYNPxedjKxSY3UPpLFUjrhyZMnJV1t8PqrwvTWCAWYrLwGiPUT8GifXpjvoTJ65M371AbfQK8JqxHCum9TDpCAQ,"[""6fhjrYHYfhymJsmwLaRBKZXMK2ChYErkteE7jK6h236e""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,16e6e3a0820a764d95550afeb0f3224c,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 03:47:01.000,169997599,4QYh6gmqVzYAqBfCTTGShnHs2tJBbAB2HJ1mqs4JWsMJZ3J5hXcSm5Mz6aYF9ypGR9nCKfS884FgC2CVvZS5WjdG,"[""6fhjrYHYfhymJsmwLaRBKZXMK2ChYErkteE7jK6h236e""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,e06a1f5dcd889d23200a1f84c2bf7823,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 01:47:50.000,169982230,3yDmA9TLb3rHzf7PiXdnhsmXBT4gJ8GFEXMo619Nj5QL9yZsjM3TcqRviJJrMmAYJuoJyD9kNzuCKpJyLRFb5Hpg,"[""JB9rUrid4jSmXvVr2M3F6uR2Zw5kzL392iwWyz34W293""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,06a9ec9df9d2e6a213419ca7b3ee72ae,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 02:14:12.000,169985574,2nNeqRGPBRzAo5SThW5ZDTae9SMBjEErBYygprAkjKB8DigK6nDzouY4sxYhjG47FSKgCU1TbDqAXibgzXW7K7kh,"[""5od8t5kD2gVZvbMfYUJTfjy2FdqsAEkd8EeLvcaWQqBG""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,3bd601a1c98fd25fa8a6a4f97dd62e60,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 05:47:02.000,170013140,5KB9ZQLvuJGVt7TakM4jhEQPNxhE51RWTFiGxkVLRqpyQ2MC43b6aZNZ1soGdDLknsgNH2VpYmwPBEhCTatGkK44,"[""BEMZ2yGTwLfxb1tmWHJzURaDSwobp5L6Z6JKMATMyYK3""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,8c40a31a48af67d1b76ae5ae9e4b6b19,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 07:17:51.000,170025010,44Cv67J8Du8sATReCdJA5FtsGaSPrL4gK4wpKpoyLXYuXX74WnvfUHzvXG7Gd9UaApDgiX7RWxtMsKnEiASLQzbZ,"[""6rRiMihF7UdJz25t5QvS7PgP9yzfubN7TBRv26ZBVAhE""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,73897038572cdfef30304fb075625d78,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 10:40:25.000,170051510,4h7V8N3aoBM3jnYk29xYQt1s59dsYHVcde6hxn4ZKCnGHHcMdtWNvfbtKw2R8MSX6TNkCwds4S4t4yP6yejZvKbB,"[""8c8inJVLSSvF9Kgxm4YJ88v5bNUS3wDRX23GFgbVjXxU""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,3d9936bf18703ed442755522cbb52340,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 07:53:42.000,170029672,3L98rCUTMFBSeVbgWgqU2bu48nYm4XRKFfnqVHVf8RYXxbz7yaXAbSCtJsP6NmHqLC7ZycbM1rHNobBNFaEDLnCQ,"[""9dcqpTqBJu2tiGPBrCZLXRx5REqWHSPWtjXjza9k63mc""]",true,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,cd16bf52a674a86d310c8cc3d868dbd6,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
2022-12-31 04:19:59.000,170001899,57fKsd5aCDRMrjanqfmGT2BcYEFoMsnzWUxBZQFonGwinw8EcexXa4JTT4RM3QAVZkHc8RfsTdbpHihN5qEYh983,"[""5od8t5kD2gVZvbMfYUJTfjy2FdqsAEkd8EeLvcaWQqBG""]",false,0,"null","null",cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,"{""error"":""Error: Unknown instruction, IDL doesnt include this instruction""}","null","null",Error: Unknown instruction, IDL doesnt include this instruction,a0b8be16edc90cf31df71ab5d62b8753,2024-02-01 17:23:47.546,2024-02-01 17:23:47.546
